complaint_id,forum,date,rating,complaint_type,category,complaint_text,url
6306,PissedConsumer (consumer-complaint forum),12/22/2025,,other,general,"My brother-in-law, whose number is 877845****, had placed an order on Blinkit and cancelled it. I had paid the amount Rs 624 instead of him, but he cancelled the order and my amount went through and has not been refunded. So, I want the money Rs 624 to be refunded to me. My number is 959734****.",https://blinkit.pissedconsumer.com/review.html?page=437
6307,PissedConsumer (consumer-complaint forum),12/16/2025,,refund_and_support,general,"2 working days already done, but still, payment is not credited to my account. Please refund my amount to my bank. Otherwise, give the number for customer care.",https://blinkit.pissedconsumer.com/review.html?page=437
6308,PissedConsumer (consumer-complaint forum),12/2/2025,,non_grocery_category,general,"Dear Agaro Support Team, I purchased an Agaro Head & Scalp Massager (White, 5W) on 27th August 2025 through Blinkit. The product was working fine until two days ago, but now it has stopped working. As the product comes with a 1-year warranty, I would like to request a repair or replacement under the warranty. Purchase Details: Order ID: 126217**** Invoice Number: C132207T2502**** Invoice Date: 27-Aug-2025 Purchase Source: Blinkit Product: Agaro Head & Scalp Massager (White, 5W) Please let me know the next steps to proceed with the warranty claim. I have attached the invoice for reference. Thank you for your assistance. Best regards, Adithya E Email: [eadithya2001@***.com] Phone: [988467****]",https://blinkit.pissedconsumer.com/review.html?page=437
6309,PissedConsumer (consumer-complaint forum),10/12/2025,,other,general,I have paid the amount but it not showing on the screen and asking money Again for continue .please suggest somethinv,https://blinkit.pissedconsumer.com/review.html?page=437
6310,PissedConsumer (consumer-complaint forum),10/6/2025,,refund_and_support,general,"Coconut water expiry date refund my account immediately 18 September received parcel, please contact customer.",https://blinkit.pissedconsumer.com/review.html?page=437
6311,PissedConsumer (consumer-complaint forum),9/14/2025,,other,general,"No straw. He refused in coconut water. I asked for it, said Blinkit, not provided. Dare to speak why this should not happen, taking more than 150 and still not provided straw? Why?",https://blinkit.pissedconsumer.com/review.html?page=437
6312,PissedConsumer (consumer-complaint forum),8/13/2025,,non_grocery_category,general,"actually I expected from blinkit will deliver recently manfatured items but I received items which are manufactured one year back come to Himalaya baby cream it was manfatured more than one year back I didn't expect this products from blinkit please replace this products with recently manfatured dates I hope I will positive response will come from your team, thank you.",https://blinkit.pissedconsumer.com/review.html?page=437
6313,PissedConsumer (consumer-complaint forum),1/15/2026,,refund_and_support,general,7 days complete but money refund not received i complaint in police station because you are fake I upload your delivered order refund video in social media,https://blinkit.pissedconsumer.com/review.html?page=437
6314,PissedConsumer (consumer-complaint forum),12/27/2025,,other,general,To day in my order material was not complete dilivery not complete their promise after a gape of one hour,https://blinkit.pissedconsumer.com/review.html?page=437
6315,PissedConsumer (consumer-complaint forum),11/26/2025,,refund_and_support,general,"I had ordered an HDMI to type C adaptor for my personal use, but it turned out to be a defective product. I followed all their protocols to return the product, and the product got picked up from my side. They promised me the refund in the mode of a gift card since I had purchased the product with cash. Eventually, I even got the code to top up the wallet. But the code has alphanumerics, whereas the app requires 16-digit numbers and a 6-digit pin on top of that. I have been trying to connect with the customer care representative to address this issue, but I am not able to reach them. The chatbot is useless as it doesn't have any option for 'payment or other issues.",https://blinkit.pissedconsumer.com/review.html?page=437
6316,PissedConsumer (consumer-complaint forum),9/22/2025,,other,general,Maine 1490 rs blinkit me deposite kiya h mere account se paise kt gya h blinkit account me jma nhi huye h,https://blinkit.pissedconsumer.com/review.html?page=437
6317,PissedConsumer (consumer-complaint forum),9/3/2025,,refund_and_support,general,"Very bad company from now I deleted there application from my phone, and they are doing fraud with customers first when transaction is complete then order is placed after 15 minutes there application showing that transaction is failed please repayment and deducted money return in 3 to 5 working days they are doing fraud with customers use the money and after showing that they also delivered the order when I call to delivery partner again then it's means customer is fool. I also attached the screenshot of this incident.",https://blinkit.pissedconsumer.com/review.html?page=437
6318,PissedConsumer (consumer-complaint forum),8/30/2025,,non_grocery_category,baby,"I ordered diaper pants, and I got the torn packet in the morning. After I returned the packet, I ordered diaper pants in the evening, and now again I got the same torn packet that I had returned in the morning.",https://blinkit.pissedconsumer.com/review.html?page=438
6319,PissedConsumer (consumer-complaint forum),8/8/2025,,other,general,"Blinkit ordered fewer items from I ordered. Then Mr. Gurpreet said that he can't resolve the issue as he transferred the coupon for my pending rakhi. Now tell me, should I inform my sister to hold for rakhi the next day? If Blinkit is not available in emergency time, then what's the use of Blinkit? It's a waste of money, as they charge too much and after that, we find items missing.",https://blinkit.pissedconsumer.com/review.html?page=438
6320,PissedConsumer (consumer-complaint forum),1/15/2026,,other,groceries_fresh,I want to cancel and return my order because the product packaging and product quality were not as good as I expected. The rice size is so small.,https://blinkit.pissedconsumer.com/review.html?page=438
6321,PissedConsumer (consumer-complaint forum),12/24/2025,,refund_and_support,general,"I ordered moisture tissue but delivered moisture absorber and when I tried to call costmer care no was fake how I can complaint against blinkit company,they deliver wrong material, public suffering for this flat",https://blinkit.pissedconsumer.com/review.html?page=438
6322,PissedConsumer (consumer-complaint forum),2/1/2026,,wrong_or_missing_item,general,"Dear sir/***, 45 minits over to till not delivered my order what about your status..? Thanks & Regards, *** V 967633****",https://blinkit.pissedconsumer.com/review.html?page=438
6323,PissedConsumer (consumer-complaint forum),1/15/2026,,refund_and_support,general,"Yesterday night, I purchased an iPhone data cable, and this fault of the product is not working properly, so the refund is not completed.",https://blinkit.pissedconsumer.com/review.html?page=438
6324,PissedConsumer (consumer-complaint forum),12/27/2025,,other,general,"My problem is not solved, and there is no network to contact or any reason to take action on 983685****.",https://blinkit.pissedconsumer.com/review.html?page=438
6325,PissedConsumer (consumer-complaint forum),12/26/2025,,wrong_or_missing_item,groceries_fresh,One item not delivered: India Gate rice 5 kg not delivered. Money has been deducted. Cost Rs 793. Please look into this and get it delivered.,https://blinkit.pissedconsumer.com/review.html?page=438
6326,PissedConsumer (consumer-complaint forum),10/5/2025,,product_quality,general,"I have ordered a bouquet, and the flowers are not fresh. Please exchange it with a fresh flower bouquet as soon as possible.",https://blinkit.pissedconsumer.com/review.html?page=438
6327,PissedConsumer (consumer-complaint forum),8/15/2025,,other,general,"I want to make ID in OD, but showing my user ID is deactivated and Aadhar card already exists on the system.",https://blinkit.pissedconsumer.com/review.html?page=438
6328,PissedConsumer (consumer-complaint forum),8/5/2025,,other,general,My name is Andrea Miranda I had ordered frm Byculla store but the address that I put was wrong . Because I tried getting the address to book the order for someone else but it picked up my current address n that person address n the person was confused where to go so he told me he is taking the order back to the store . I paid n amount of 250 i have gpay i have proof but i deleted the order to provide you with the order number . Then i ordered again n the amount was 260 which I got the order later . But I did not get my amount refunded which was 250 I am attaching the amount n time paid to you guys,https://blinkit.pissedconsumer.com/review.html?page=438
6329,PissedConsumer (consumer-complaint forum),1/10/2026,,other,general,"I kept an order for a Shalimar storage bag. I have kept the reason why I want to return it. They told me to send a photo, and I have sent them one. They said that the return will be processed and the amount will be refunded. Till now, I have not gotten any response, and the chat has also disappeared.",https://blinkit.pissedconsumer.com/review.html?page=438
6330,PissedConsumer (consumer-complaint forum),11/26/2025,,refund_and_support,general,Customer support not available. Please refund my money. Blinkit service is not good. Please improve service.,https://blinkit.pissedconsumer.com/review.html?page=438
6331,PissedConsumer (consumer-complaint forum),10/5/2025,,other,general,Blinkit money it's not working. What to do I have 2800 rupees In blink it money. Please response me. Dhanu,https://blinkit.pissedconsumer.com/review.html?page=438
6332,PissedConsumer (consumer-complaint forum),1/22/2026,,other,general,"Faltu service hai, *** ek product order kiya tha. Bahi product aaya nahi, product aaya chutiya app hai.",https://blinkit.pissedconsumer.com/review.html?page=439
6333,PissedConsumer (consumer-complaint forum),1/21/2026,,other,general,"I ordered ***, the order was accepted but the delivery was of some other saag, I returned it but I have not been refunded my amount yet.",https://blinkit.pissedconsumer.com/review.html?page=439
6334,PissedConsumer (consumer-complaint forum),1/21/2026,,refund_and_support,general,I order soya chaap but it's in very bad condition. I want refund for the same.plz proceed fast. And check order first before delivery,https://blinkit.pissedconsumer.com/review.html?page=439
6335,PissedConsumer (consumer-complaint forum),12/29/2025,,refund_and_support,general,"We have initiated a refund of Rs. 477.0 against GRDJKU322********, as your Blinkit order could not be placed. It will be credited to your Original source within 7-10 working days and will reflect latest by 25 Dec 2025. -blinkit",https://blinkit.pissedconsumer.com/review.html?page=439
6336,PissedConsumer (consumer-complaint forum),9/13/2025,,other,general,My money deducted but item not deliver So My money loss. So please return give my money and item delivery continue.,https://blinkit.pissedconsumer.com/review.html?page=439
6337,PissedConsumer (consumer-complaint forum),8/17/2025,,other,general,I had added the money for ordering the goods to blinkit money wallet but from raksha bandhan onward the payment has been stuck not refunded to source and not getting the product ordered,https://blinkit.pissedconsumer.com/review.html?page=439
6338,PissedConsumer (consumer-complaint forum),8/4/2025,,other,general,"Updated by user Aug 04, 2025",https://blinkit.pissedconsumer.com/review.html?page=439
6339,PissedConsumer (consumer-complaint forum),1/14/2026,,refund_and_support,general,I want get wrong cable doesnt working and i not get my refund also please refund my money and I not this cable,https://blinkit.pissedconsumer.com/review.html?page=439
6340,PissedConsumer (consumer-complaint forum),12/23/2025,,other,general,"I have tried to return my product, they ask for pictures I click and upload it but they want again same Pic, but I was not able to take pic , this is blunder I have tried it multiple time, Please contact to me ASAP.",https://blinkit.pissedconsumer.com/review.html?page=439
6341,PissedConsumer (consumer-complaint forum),12/22/2025,,other,general,"Updated by user Jan 07, 2026",https://blinkit.pissedconsumer.com/review.html?page=439
6342,PissedConsumer (consumer-complaint forum),12/16/2025,,refund_and_support,groceries_fresh,"please give us our money 2114 rupees back , we have ordered some grocery items and made payment online but it got failed then after that no item of ours has reached us , and didn't got our money back ,it was the case of 26-11-2025 and it is now 16-12-2025. kindly go through our complaint",https://blinkit.pissedconsumer.com/review.html?page=439
6343,PissedConsumer (consumer-complaint forum),12/16/2025,,pricing_and_fees,general,mera blance jyada cut gya h so please return my balance extra charge cut gya hai uska maine koi saman nhi mangaya,https://blinkit.pissedconsumer.com/review.html?page=439
6344,PissedConsumer (consumer-complaint forum),12/15/2025,,product_quality,general,"I ordered products but I received it damaged, I want to replace order. You can see that car toe is not moving. And making sound.",https://blinkit.pissedconsumer.com/review.html?page=439
6345,PissedConsumer (consumer-complaint forum),10/20/2025,,refund_and_support,general,"Kindly note that I placed an order on 5th October, order ID - 136587****. The address of delivery was selected wrong. The delivery boy didnt deliver the items after informing the correct delivery address. It has been 15 days since I got any refund on my order. I faced a loss of 3137. Please check my order history and give the refund as soon as possible.",https://blinkit.pissedconsumer.com/review.html?page=439
6346,PissedConsumer (consumer-complaint forum),10/4/2025,,other,general,"I have mistakenly given 10 garbage instead of 1, but I had to give only 10, if I gave 1 by mistake then I can get return of 9 garbage, please",https://blinkit.pissedconsumer.com/review.html?page=439
6347,PissedConsumer (consumer-complaint forum),9/30/2025,,product_quality,pharmacy_health,"I purchased 1 Foxtale Vitamin C Brightening Serum on 27.09.2025 from Blinkit, Kolkata, having Batch No. FUTCS 799, Mfg. 02/25 - 01/27. The serum inside is damaged/spoiled. Kindly arrange to replace the same.",https://blinkit.pissedconsumer.com/review.html?page=440
6348,PissedConsumer (consumer-complaint forum),9/27/2025,,other,general,I want to return one of my Item as it is not similar to what I ordered. Kindly return the item as I am a regular customer on blinkit . I don't create any unnecessary fuss. I need your support as this item is of no use for me . I want blinkit team to resolve my problem as soon as possible. Looking forward for your cooperation. Regards Soni Prakash 908863****,https://blinkit.pissedconsumer.com/review.html?page=440
6349,PissedConsumer (consumer-complaint forum),8/30/2025,,refund_and_support,general,"I got the damaged item, and now I want a refund instead of a replacement. But the help section is only showing the replacement option instead of the refund option in the section. Please provide me the refund for my order and confirm that I will receive it. This is very wrong of them to deliver damaged items.",https://blinkit.pissedconsumer.com/review.html?page=440
6350,PissedConsumer (consumer-complaint forum),7/27/2025,,non_grocery_category,personal_care_beauty,"I placed and order of 3 items on 13th July'25 at 8.45 pm 1.chia seeds, 2. a lipstick Swiss beauty, and 3. mutivitamin capsule bottle worth rs 583 that time it was raining outside delivery man named Md. Didnot gave my parcel and after waiting for an hour still there is no any call and message of confirmation he will come to deliver my order it's been 13 days still I did not get any money or Mr products what I'm seeing that the app is saying I already received my products order them again what kind of fraudster are the blinkit people Please help me out from this situation Pratibha bisht 816856****",https://blinkit.pissedconsumer.com/review.html?page=440
6351,PissedConsumer (consumer-complaint forum),2/1/2026,,product_quality,general,"The product is damaged old product. Please take back the product, I am very disappointed by this product.",https://blinkit.pissedconsumer.com/review.html?page=440
6352,PissedConsumer (consumer-complaint forum),12/25/2025,,refund_and_support,general,I want my money I ordered niviea roll on but it was out of stock it seems then I should get back my money isn't it.but blinkit dint refund my money,https://blinkit.pissedconsumer.com/review.html?page=440
6353,PissedConsumer (consumer-complaint forum),12/12/2025,,refund_and_support,general,I didn't received any refund from my order order picked up by the boy and they say refund was received but didn't get any penny,https://blinkit.pissedconsumer.com/review.html?page=440
6354,PissedConsumer (consumer-complaint forum),11/17/2025,,other,general,"Cash on delivery option is no more available on my number. While I use only cash on delivery, please do something and restart the cash on delivery option on my number again. And provide a contact number to your customers so that they may complain to the team at Blinkit whenever there is an issue. Also, try to provide fresh items.",https://blinkit.pissedconsumer.com/review.html?page=440
6355,PissedConsumer (consumer-complaint forum),10/4/2025,,other,general,We want to know if the amount will be refunded or not. My account amount has been debited. Please call my registered mobile number.,https://blinkit.pissedconsumer.com/review.html?page=440
6356,PissedConsumer (consumer-complaint forum),10/4/2025,,other,general,I want to order something but the cash on delivery is not available so I request you how to order something but in cash on delivery,https://blinkit.pissedconsumer.com/review.html?page=440
6357,PissedConsumer (consumer-complaint forum),1/21/2026,,refund_and_support,general,My refund is not listed in my blinkit app so i want to talk to customer care please call me as soon as possible,https://blinkit.pissedconsumer.com/review.html?page=440
6358,PissedConsumer (consumer-complaint forum),1/20/2026,,other,general,I want to delete tip amount my orders and always show before payment at each order placed . please resolve it,https://blinkit.pissedconsumer.com/review.html?page=440
6359,PissedConsumer (consumer-complaint forum),1/12/2026,,other,general,"We want A2 ghee in place of Organic India ghee (a Tata product). We placed an order for ghee in the impression that it's A2 ghee, but we received Organic India ghee. We need to exchange the same. Regards, ***",https://blinkit.pissedconsumer.com/review.html?page=440
6360,PissedConsumer (consumer-complaint forum),1/1/2026,,refund_and_support,general,I ordered...aloo bhukara in blink it we recieved opened item.we returned but we didn't get our money back,https://blinkit.pissedconsumer.com/review.html?page=440
6361,PissedConsumer (consumer-complaint forum),8/3/2025,,refund_and_support,general,"I made a payment through GPay of Rs 427/- at 7:20 PM on 3/08/2025. Payment completed, and the said amount was deducted from my GPay account, but on the Blinkit app, it was showing not completed. As there is no customer contact in the app, I placed a retry for the same order by cash so that I could contact anyone through the delivery boy. The delivery boy contacted customer care, but they denied the response for the payment made earlier and asked me to receive the order again with cash payment. So, I paid Rs 427/- twice for the same order, one through my GPay account and another by paying cash.",https://blinkit.pissedconsumer.com/review.html?page=440
6362,PissedConsumer (consumer-complaint forum),12/16/2025,,other,general,Please replace or change the item (mosquito racket) this product is not working properly please change,https://blinkit.pissedconsumer.com/review.html?page=441
6363,PissedConsumer (consumer-complaint forum),12/14/2025,,refund_and_support,general,My prepaid order of rs 229 was cancelled by blinkit and till date i did not recieve my refund. They say it has been succeeded But it is not there in my account,https://blinkit.pissedconsumer.com/review.html?page=441
6364,PissedConsumer (consumer-complaint forum),10/19/2025,,other,general,I feel like informing everyone that instead of ordering to search startups it is better to put in your own ettorts and buy the products from Nandini outlets as the products are very good and not like blink it delivers to us. This is not expected from blanket under any circumstances. The same message I have posted on your this app which says for media.,https://blinkit.pissedconsumer.com/review.html?page=441
6365,PissedConsumer (consumer-complaint forum),8/19/2025,,refund_and_support,general,I am place order but oder not received but payment also successfull... Please solve my problem and refund my money,https://blinkit.pissedconsumer.com/review.html?page=441
6366,PissedConsumer (consumer-complaint forum),8/10/2025,,other,general,"Please arrange my delivery goods my door ... Item are not received my order .,...,,,...,,,...,,,...,,,...,,,...,,,",https://blinkit.pissedconsumer.com/review.html?page=441
6367,PissedConsumer (consumer-complaint forum),1/20/2026,,other,general,no this one plz. return the call so teturn the call plz isse this call may be recored plz resolved the call vgjuij ffjfjgjfjjgj,https://blinkit.pissedconsumer.com/review.html?page=441
6368,PissedConsumer (consumer-complaint forum),12/23/2025,,other,general,"I placed an order for an amount of 350rs , But I forgot to add 1 item so I cancelled the order but payment was done. By mistake my order history got deleted for that item.",https://blinkit.pissedconsumer.com/review.html?page=441
6369,PissedConsumer (consumer-complaint forum),12/1/2025,,other,general,I earn 2100 in the last week but the amount is credited to my bank has only 800 that's the problem..,https://blinkit.pissedconsumer.com/review.html?page=441
6370,PissedConsumer (consumer-complaint forum),10/3/2025,,wrong_or_missing_item,groceries_fresh,"I will order 5 kg atta and 500 g besan tomorrow at 7:15 pm, but my product is not delivered. The total is 298 rupees, but my money will not return.",https://blinkit.pissedconsumer.com/review.html?page=441
6371,PissedConsumer (consumer-complaint forum),9/19/2025,,other,general,My account unhold blinkit please irregular logins problems speed blinkit recovery my account not responding blinkit,https://blinkit.pissedconsumer.com/review.html?page=441
6372,PissedConsumer (consumer-complaint forum),1/31/2026,,product_quality,personal_care_beauty,I ordered a perfume from blinkit and when I opened the set few were half used and one was broken and totally leaked,https://blinkit.pissedconsumer.com/review.html?page=441
6373,PissedConsumer (consumer-complaint forum),1/14/2026,,refund_and_support,general,I want my refundyes of my order beacause my order is notbe placed thats why I reported this order i eant my money refund,https://blinkit.pissedconsumer.com/review.html?page=441
6374,PissedConsumer (consumer-complaint forum),12/29/2025,,refund_and_support,general,I have cancelled my order week back but still I dint got my refund I have cancelled because the order got more then an hr delay .,https://blinkit.pissedconsumer.com/review.html?page=441
6375,PissedConsumer (consumer-complaint forum),9/16/2025,,refund_and_support,general,I order the product which was already paid but instead of delivering it to me it just showed delivered by the same time I complaint but none of the action is taken because of *** technical failure in your chat box,https://blinkit.pissedconsumer.com/review.html?page=442
6376,PissedConsumer (consumer-complaint forum),11/12/2025,,other,general,"We received a wrong parcel. Our order is of 518 rupees, but the pkg we received is not more than 150 rupees. The product which we have ordered, we have not received any of them, and we don't have any contact.",https://blinkit.pissedconsumer.com/review.html?page=442
6377,PissedConsumer (consumer-complaint forum),10/4/2025,,other,general,I have ordered daliya but recieved daal instead of daliya.please check it correctly and exchange it.,https://blinkit.pissedconsumer.com/review.html?page=442
6378,PissedConsumer (consumer-complaint forum),9/20/2025,,other,general,Anjali singh kon h use 200 Dene bolo I'd bana rahi hu aisa bol ke li h plz request h Dene bol dijiye,https://blinkit.pissedconsumer.com/review.html?page=442
6379,PissedConsumer (consumer-complaint forum),9/1/2025,,other,groceries_fresh,"Subject: Providing supply of chicken, eggs etc. All users with due regard and humble request that I am ready and interested to sell the following items. The detailed rate of items is quoted as per the rates given below:- Sr. No. Description/Items Rate Quoted 1. Fresh Chicken Rs. 240/- Per Kg 2. Fresh Eggs As per market rate You are, therefore, requested to kindly supply the above orders/supply which are at the lowest market rates. It is ensured that I will supply the items regarding your hostel. These items will be supplied in good condition & fresh. Thanking you in anticipation with due regard. Yours faithfully Dated: 25-08-2025 Thakur Chicken Corner Near Gate No. II Garne Da Galu Hamirpur (H.P) Mobile No. 988287****",https://blinkit.pissedconsumer.com/review.html?page=442
6380,PissedConsumer (consumer-complaint forum),8/14/2025,,refund_and_support,general,I have order angel girl toy & after installing battery cells it's not working either exchange good product or refund my money,https://blinkit.pissedconsumer.com/review.html?page=442
6381,PissedConsumer (consumer-complaint forum),1/13/2026,,refund_and_support,general,"we have ordered maharani tea, but the delivery boy is calling another location. I have canceled my order, but the refund has not been received.",https://blinkit.pissedconsumer.com/review.html?page=442
6382,PissedConsumer (consumer-complaint forum),1/10/2026,,non_grocery_category,general,Call center is not picking up my phone twice. Do something better to support your valuable everyday customers.,https://blinkit.pissedconsumer.com/review.html?page=442
6383,PissedConsumer (consumer-complaint forum),12/15/2025,,other,general,Didn't respond today I have some problem with the store manager of salbari store please check and update,https://blinkit.pissedconsumer.com/review.html?page=442
6384,PissedConsumer (consumer-complaint forum),10/18/2025,,refund_and_support,general,I paid by upi but customer service call me and said payment not done because of server issues so youre money will refund just pay cash to delivery guy and still i not got refund for cigarettes order,https://blinkit.pissedconsumer.com/review.html?page=442
6385,PissedConsumer (consumer-complaint forum),9/15/2025,,other,general,Login problem there is no login so please clear my problem blinkit I'm trying such a more time ther is no responding they will showing sam problem so please clear and rectify this mayjor problem blinkit,https://blinkit.pissedconsumer.com/review.html?page=442
6386,PissedConsumer (consumer-complaint forum),8/19/2025,,other,general,Debited amount from my account but blinket staff said it was not valid please pay COD cash in delivery of 230/only,https://blinkit.pissedconsumer.com/review.html?page=442
6387,PissedConsumer (consumer-complaint forum),1/29/2026,,refund_and_support,groceries_fresh,I haven't received my refund from blinkit two times I had order some grocery shopping but order was cancelled from blinkit care team but refund was not recived,https://blinkit.pissedconsumer.com/review.html?page=442
6388,PissedConsumer (consumer-complaint forum),1/19/2026,,other,general,"The sales person deny to get our order. And was arguing, talking rudely He said i cannot come, u can complain to higher authority",https://blinkit.pissedconsumer.com/review.html?page=442
6389,PissedConsumer (consumer-complaint forum),1/13/2026,,delivery_issues,general,"I have already paid for my order online, and still, the delivery boy took cash from me. I have paid twice for my order.",https://blinkit.pissedconsumer.com/review.html?page=442
6390,PissedConsumer (consumer-complaint forum),1/11/2026,,wrong_or_missing_item,general,Hey Team I was orded Rs.730.. n paid by cred app.. when your delivery boy dispatched me my order ..I was showing n check my order ..the one item missing.. it's amul gold 1 L Milk. Replay me ASPS !!,https://blinkit.pissedconsumer.com/review.html?page=443
6391,PissedConsumer (consumer-complaint forum),12/24/2025,,refund_and_support,general,I ordered tissue paper and underwears . Underwears were not available from your blinkit warehouse so they only sent me the tissues and on call told me that you will get the refund of underwears but since then it has been more then 10 days I didn't receive any refund,https://blinkit.pissedconsumer.com/review.html?page=443
6392,PissedConsumer (consumer-complaint forum),10/3/2025,,other,general,"Gigs capacity not present. Jab hum book gigs pe tap karte hain, to book gigs not present show karta hai. Iska solution.",https://blinkit.pissedconsumer.com/review.html?page=443
6393,PissedConsumer (consumer-complaint forum),9/6/2025,,refund_and_support,general,You are fraud. Refund my money before I bring it to social media. Rs 1183 is charged and no refund given to Yes Bank. I give you 24 hours to call me and resolve it before I make it a big public blast. Fraud fraud fraud.,https://blinkit.pissedconsumer.com/review.html?page=443
6394,PissedConsumer (consumer-complaint forum),8/20/2025,,other,general,Hammam new product I have but received old hamam pack.hamam neem only have.but ihave hamam neem and Tulasi,https://blinkit.pissedconsumer.com/review.html?page=443
6395,PissedConsumer (consumer-complaint forum),8/18/2025,,other,general,Blink it product is not verified and not safe in packaging and delivering product and with 3 days return windows has been closed. At least 7 day return policy shoulder be there.,https://blinkit.pissedconsumer.com/review.html?page=443
6396,PissedConsumer (consumer-complaint forum),8/12/2025,,other,general,Hello sir meri ID hold Ho Gaya kripa karke meri ID ko Chala Diya jaaye kripa karke meri ID ko chalu kar diya jaaye,https://blinkit.pissedconsumer.com/review.html?page=443
6397,PissedConsumer (consumer-complaint forum),1/11/2026,,other,general,"Here is a special coupon worth Rs. 297.00 as a token of apology for your experience with order ORD2806758****. Use BNZIZSJEJENMG3 to get Rs. 297.00 off on your next order on Blinkit. If the promo code value exceeds the order total, a new coupon for the remaining balance will be issued after order delivery, until 10 Jul 2026, 11:32AM. -blinkit i need my amount in Account credit not as coupon",https://blinkit.pissedconsumer.com/review.html?page=443
6398,PissedConsumer (consumer-complaint forum),1/2/2026,,other,pet,Yesterday I ordered cat food And they're give me expiry item Becz of that my cat is sick noww how can they do that ... Blinkit is very poor,https://blinkit.pissedconsumer.com/review.html?page=443
6399,PissedConsumer (consumer-complaint forum),10/3/2025,,other,general,"Order ID: CRT691********. Payment has been done by card, but still, it's showing 'awaiting for payment' status.",https://blinkit.pissedconsumer.com/review.html?page=443
6400,PissedConsumer (consumer-complaint forum),7/13/2025,,other,general,I was order copper kalash it's size show in blinkit 6 inch height and 4 inch width but they send me small kalash it's height less than 4 inch I need big kalash kindly return this item otherwise send me same height kalash..,https://blinkit.pissedconsumer.com/review.html?page=443
6401,PissedConsumer (consumer-complaint forum),12/24/2025,,other,general,Sir my name is ritik raj I am a od peacker but my od peacker id is suddenly deactivate please help me soon sir thankyou,https://blinkit.pissedconsumer.com/review.html?page=443
6402,PissedConsumer (consumer-complaint forum),11/24/2025,,delivery_issues,general,I rider not solved my issue and iam your staff rider why my 100 rupees duduction asking fletching coach not solved,https://blinkit.pissedconsumer.com/review.html?page=443
6403,PissedConsumer (consumer-complaint forum),11/22/2025,,refund_and_support,general,I had paid Rs 279 for my order at 1:54 PM. Order not received. It's very sad. Please send my order or refund my money immediately.,https://blinkit.pissedconsumer.com/review.html?page=443
6404,PissedConsumer (consumer-complaint forum),9/30/2025,,refund_and_support,general,"I placed the order CRT713********, and payment was deducted. Still, the status is showing failed as payment was not made. I need an immediate resolution of delivery confirmation or a refund.",https://blinkit.pissedconsumer.com/review.html?page=444
6405,PissedConsumer (consumer-complaint forum),9/25/2025,,other,general,I am unable to book my order for a long time. And I am facing a lot of trouble regarding my Blinkit account balance since a long time.,https://blinkit.pissedconsumer.com/review.html?page=444
6406,PissedConsumer (consumer-complaint forum),12/12/2025,,other,general,"Original review updated Dec 12, 2025",https://blinkit.pissedconsumer.com/review.html?page=444
6407,PissedConsumer (consumer-complaint forum),9/5/2025,,product_quality,general,Always poor quality delivery please good product proved humesa hi kuch na kuch problem krte h ap log,https://blinkit.pissedconsumer.com/review.html?page=444
6408,PissedConsumer (consumer-complaint forum),1/13/2026,,other,general,I already have paid for my order online but the dilevery boy still collated cash from me I have paid twice,https://blinkit.pissedconsumer.com/review.html?page=444
6409,PissedConsumer (consumer-complaint forum),1/10/2026,,other,general,"Sir, it has been when I was traveling, but after that I was booked a slot. Many stores called me and canceled my slot. Sir, I want to open my ID. What can I do? Please help.",https://blinkit.pissedconsumer.com/review.html?page=444
6410,PissedConsumer (consumer-complaint forum),12/29/2025,,refund_and_support,general,The amount was refunded before 24 hours. Thank you blinkit but there should be a customer care call service,https://blinkit.pissedconsumer.com/review.html?page=444
6411,PissedConsumer (consumer-complaint forum),12/20/2025,,other,general,Mene ek hot water bag mangaya tha to usme kya hua mene cash on delivery kiya tha wo To mene delivery ko aane se phele hi pay kr diya tha usko pass show nhi ho rha tha to payment fir se karni padi mujhe to ye payment mujhe back kaise milegi,https://blinkit.pissedconsumer.com/review.html?page=444
6412,PissedConsumer (consumer-complaint forum),12/16/2025,,other,general,"I applied for Blinkit as a part timer and I was also charged a joining fee of Rs 50 but I was told that girls do not work here, only boys work.",https://blinkit.pissedconsumer.com/review.html?page=444
6413,PissedConsumer (consumer-complaint forum),9/8/2025,,refund_and_support,groceries_fresh,Hmlog 18 aug ko grocery order kiye the payment bhi kiye but kisi wajah se order confirm nhi ho paya usi din 10 din ke ander refund ka msg aaya tha blinkit se but aaj 20 din ho gye abhi nhi aaya,https://blinkit.pissedconsumer.com/review.html?page=444
6414,PissedConsumer (consumer-complaint forum),8/19/2025,,refund_and_support,general,My call was not connected nor could I talk to customer care Plzz Fix the problem and refund the money,https://blinkit.pissedconsumer.com/review.html?page=444
6415,PissedConsumer (consumer-complaint forum),8/10/2025,,refund_and_support,general,"I have placed 3 orders at the same time but the when the delivery partner called they told the blinkit store was 6,7 km far away so I have told him to then cancel my order so they told they will cancel my order but they have not cancelled it and in my order list it's shows delivered all the 3 of my order and they have neither refund my money as well I need my money back. Please resolve my problem as soon as possible.",https://blinkit.pissedconsumer.com/review.html?page=444
6416,PissedConsumer (consumer-complaint forum),8/9/2025,,refund_and_support,general,"I am not even able to contact customer care regarding my refund status, and my failed order is also not showing in the history since yesterday to check.",https://blinkit.pissedconsumer.com/review.html?page=444
